NAICS,Purchases from,In-region Purchases,% In-region Purchases,Imported Purchases,% Imported Purchases,Total Purchases,Cluster Name,Cluster ID,SBDC Region
339930,"Doll, Toy, and Game Manufacturing",0.667860564,0.000274943,2428.422069,0.999725057,2429.08993,Machinery Manufacturing,IC18,East Central IN SBDC
611430,Professional and Management Development Training,817.4366742,0.344382686,1556.192165,0.655617314,2373.62884,Machinery Manufacturing,IC18,East Central IN SBDC
813319,Other Social Advocacy Organizations,842.9517404,0.361713322,1487.489772,0.638286678,2330.441512,Machinery Manufacturing,IC18,East Central IN SBDC
459210,Book Retailers and News Dealers,782.366758,0.341723991,1507.103046,0.658276009,2289.469804,Machinery Manufacturing,IC18,East Central IN SBDC
611710,Educational Support Services,1547.62634,0.680147162,727.8023133,0.319852838,2275.428654,Machinery Manufacturing,IC18,East Central IN SBDC
813211,Grantmaking Foundations,754.5541172,0.339956612,1465.005941,0.660043388,2219.560058,Machinery Manufacturing,IC18,East Central IN SBDC
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",0.0,0.0,2185.00018,1.0,2185.00018,Machinery Manufacturing,IC18,East Central IN SBDC
561491,Repossession Services,372.5885437,0.172274841,1790.168023,0.827725159,2162.756567,Machinery Manufacturing,IC18,East Central IN SBDC
459410,Office Supplies and Stationery Retailers,649.2697215,0.302987617,1493.622213,0.697012383,2142.891935,Machinery Manufacturing,IC18,East Central IN SBDC
532210,Consumer Electronics and Appliances Rental,664.8454865,0.31454207,1448.847882,0.68545793,2113.693368,Machinery Manufacturing,IC18,East Central IN SBDC
713290,Other Gambling Industries,90.9641849,0.043614245,1994.688929,0.956385755,2085.653114,Machinery Manufacturing,IC18,East Central IN SBDC
459310,Florists,642.3436856,0.310088233,1429.143124,0.689911767,2071.48681,Machinery Manufacturing,IC18,East Central IN SBDC
459920,Art Dealers,88.03784524,0.043951651,1915.023329,0.956048349,2003.061175,Machinery Manufacturing,IC18,East Central IN SBDC
456199,All Other Health and Personal Care Retailers,303.5484131,0.156502588,1636.025985,0.843497412,1939.574398,Machinery Manufacturing,IC18,East Central IN SBDC
212220,Gold Ore and Silver Ore Mining,0.0,0.0,1860.442187,1.0,1860.442187,Machinery Manufacturing,IC18,East Central IN SBDC
611210,Junior Colleges,17.26283065,0.009303994,1838.158717,0.990696006,1855.421547,Machinery Manufacturing,IC18,East Central IN SBDC
611620,Sports and Recreation Instruction,338.1823509,0.183127701,1508.519969,0.816872299,1846.70232,Machinery Manufacturing,IC18,East Central IN SBDC
327332,Concrete Pipe Manufacturing,0.0,0.0,1842.037093,1.0,1842.037093,Machinery Manufacturing,IC18,East Central IN SBDC
337127,Institutional Furniture Manufacturing,0.0,0.0,1831.855735,1.0,1831.855735,Machinery Manufacturing,IC18,East Central IN SBDC
459140,Musical Instrument and Supplies Retailers,561.8931886,0.309113081,1255.866149,0.690886919,1817.759337,Machinery Manufacturing,IC18,East Central IN SBDC
322110,Pulp Mills,0.0,0.0,1778.213465,1.0,1778.213465,Machinery Manufacturing,IC18,East Central IN SBDC
624120,Services for the Elderly and Persons with Disabilities,412.3144295,0.237726663,1322.091062,0.762273337,1734.405491,Machinery Manufacturing,IC18,East Central IN SBDC
322230,Stationery Product Manufacturing,0.0,0.0,1728.517838,1.0,1728.517838,Machinery Manufacturing,IC18,East Central IN SBDC
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,79.1010783,0.047470988,1587.202509,0.952529012,1666.303587,Machinery Manufacturing,IC18,East Central IN SBDC
316110,Leather and Hide Tanning and Finishing,0.011345104,6.83e-06,1661.614294,0.999993172,1661.625639,Machinery Manufacturing,IC18,East Central IN SBDC
456130,Optical Goods Retailers,801.4973984,0.494306899,819.9596357,0.505693101,1621.457034,Machinery Manufacturing,IC18,East Central IN SBDC
212390,Other Nonmetallic Mineral Mining and Quarrying,0.0,0.0,1596.915816,1.0,1596.915816,Machinery Manufacturing,IC18,East Central IN SBDC
712110,Museums,193.5329458,0.121971052,1393.179168,0.878028948,1586.712113,Machinery Manufacturing,IC18,East Central IN SBDC
445131,Convenience Retailers,420.3845995,0.266169124,1159.004446,0.733830876,1579.389046,Machinery Manufacturing,IC18,East Central IN SBDC
327390,Other Concrete Product Manufacturing,46.26071218,0.02973704,1509.398922,0.97026296,1555.659634,Machinery Manufacturing,IC18,East Central IN SBDC
325312,Phosphatic Fertilizer Manufacturing,0.0,0.0,1542.103063,1.0,1542.103063,Machinery Manufacturing,IC18,East Central IN SBDC
621610,Home Health Care Services,1384.873658,0.906639117,142.6069378,0.093360883,1527.480595,Machinery Manufacturing,IC18,East Central IN SBDC
325314,Fertilizer (Mixing Only) Manufacturing,435.9000338,0.290771627,1063.21471,0.709228373,1499.114744,Machinery Manufacturing,IC18,East Central IN SBDC
487110,"Scenic and Sightseeing Transportation, Land",522.8803258,0.349266672,974.2001807,0.650733328,1497.080507,Machinery Manufacturing,IC18,East Central IN SBDC
458210,Shoe Retailers,288.8155019,0.194565682,1195.595822,0.805434318,1484.411323,Machinery Manufacturing,IC18,East Central IN SBDC
621491,HMO Medical Centers,0.0,0.0,1474.313428,1.0,1474.313428,Machinery Manufacturing,IC18,East Central IN SBDC
813312,"Environment, Conservation and Wildlife Organizations",182.3385005,0.124446516,1282.857197,0.875553484,1465.195698,Machinery Manufacturing,IC18,East Central IN SBDC
456191,Food (Health) Supplement Retailers,606.1830806,0.422091863,829.9570894,0.577908137,1436.14017,Machinery Manufacturing,IC18,East Central IN SBDC
334519,Other Measuring and Controlling Device Manufacturing,0.036477816,2.55e-05,1428.428123,0.999974464,1428.464601,Machinery Manufacturing,IC18,East Central IN SBDC
458310,Jewelry Retailers,142.0185975,0.09947485,1285.664851,0.90052515,1427.683448,Machinery Manufacturing,IC18,East Central IN SBDC
311612,Meat Processed from Carcasses,64.32153024,0.045562223,1347.407867,0.954437777,1411.729398,Machinery Manufacturing,IC18,East Central IN SBDC
334310,Audio and Video Equipment Manufacturing,0.0,0.0,1408.961327,1.0,1408.961327,Machinery Manufacturing,IC18,East Central IN SBDC
611519,Other Technical and Trade Schools,142.1419852,0.102865508,1239.681605,0.897134492,1381.82359,Machinery Manufacturing,IC18,East Central IN SBDC
561520,Tour Operators,0.005525664,4.04e-06,1367.388076,0.999995959,1367.393602,Machinery Manufacturing,IC18,East Central IN SBDC
713120,Amusement Arcades,700.3560644,0.517043223,654.1845876,0.482956777,1354.540652,Machinery Manufacturing,IC18,East Central IN SBDC
325320,Pesticide and Other Agricultural Chemical Manufacturing,0.121261832,8.97e-05,1351.738297,0.9999103,1351.859558,Machinery Manufacturing,IC18,East Central IN SBDC
333131,Mining Machinery and Equipment Manufacturing,0.0,0.0,1348.921451,1.0,1348.921451,Machinery Manufacturing,IC18,East Central IN SBDC
713210,Casinos (except Casino Hotels),639.7268362,0.475573372,705.4427511,0.524426628,1345.169587,Machinery Manufacturing,IC18,East Central IN SBDC
811412,Appliance Repair and Maintenance,126.0821756,0.094139675,1213.227477,0.905860325,1339.309653,Machinery Manufacturing,IC18,East Central IN SBDC
445320,"Beer, Wine, and Liquor Retailers",723.4671581,0.543738984,607.0741116,0.456261016,1330.54127,Machinery Manufacturing,IC18,East Central IN SBDC
621498,All Other Outpatient Care Centers,123.4724152,0.094714198,1180.159123,0.905285802,1303.631538,Machinery Manufacturing,IC18,East Central IN SBDC
213114,Support Activities for Metal Mining,0.0,0.0,1301.515561,1.0,1301.515561,Machinery Manufacturing,IC18,East Central IN SBDC
311611,Animal (except Poultry) Slaughtering,135.7536422,0.1047288,1160.486191,0.8952712,1296.239833,Machinery Manufacturing,IC18,East Central IN SBDC
611610,Fine Arts Schools,1006.969675,0.806422335,241.7180554,0.193577665,1248.687731,Machinery Manufacturing,IC18,East Central IN SBDC
711130,Musical Groups and Artists,172.8870083,0.138625169,1074.267524,0.861374831,1247.154532,Machinery Manufacturing,IC18,East Central IN SBDC
424460,Fish and Seafood Merchant Wholesalers,0.0,0.0,1239.305431,1.0,1239.305431,Machinery Manufacturing,IC18,East Central IN SBDC
459930,Manufactured (Mobile) Home Dealers,38.95134903,0.031519775,1196.823617,0.968480225,1235.774966,Machinery Manufacturing,IC18,East Central IN SBDC
611699,All Other Miscellaneous Schools and Instruction,310.7441197,0.256276272,901.7915445,0.743723728,1212.535664,Machinery Manufacturing,IC18,East Central IN SBDC
713930,Marinas,58.88819071,0.048651184,1151.528198,0.951348816,1210.416389,Machinery Manufacturing,IC18,East Central IN SBDC
445298,All Other Specialty Food Retailers,236.5525415,0.203502501,925.8535241,0.796497499,1162.406066,Machinery Manufacturing,IC18,East Central IN SBDC
459130,"Sewing, Needlework, and Piece Goods Retailers",438.2214628,0.377985198,721.1399744,0.622014802,1159.361437,Machinery Manufacturing,IC18,East Central IN SBDC
311615,Poultry Processing,0.0,0.0,1149.246977,1.0,1149.246977,Machinery Manufacturing,IC18,East Central IN SBDC
311991,Perishable Prepared Food Manufacturing,42.06811956,0.036807357,1100.858822,0.963192643,1142.926942,Machinery Manufacturing,IC18,East Central IN SBDC
311213,Malt Manufacturing,0.0,0.0,1141.786546,1.0,1141.786546,Machinery Manufacturing,IC18,East Central IN SBDC
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",34.93434723,0.030830148,1098.188553,0.969169852,1133.122901,Machinery Manufacturing,IC18,East Central IN SBDC
212115,Underground Coal Mining,0.0,0.0,1130.988654,1.0,1130.988654,Machinery Manufacturing,IC18,East Central IN SBDC
611691,Exam Preparation and Tutoring,417.9627608,0.373393964,701.3985597,0.626606036,1119.36132,Machinery Manufacturing,IC18,East Central IN SBDC
311821,Cookie and Cracker Manufacturing,20.37566523,0.018240625,1096.672986,0.981759375,1117.048651,Machinery Manufacturing,IC18,East Central IN SBDC
812210,Funeral Homes and Funeral Services,1069.051749,1.0,0.0,0.0,1069.051749,Machinery Manufacturing,IC18,East Central IN SBDC
315990,Apparel Accessories and Other Apparel Manufacturing,0.341047053,0.000324866,1049.467651,0.999675134,1049.808698,Machinery Manufacturing,IC18,East Central IN SBDC
449122,Window Treatment Retailers,185.1855696,0.176795514,862.2707013,0.823204486,1047.456271,Machinery Manufacturing,IC18,East Central IN SBDC
221330,Steam and Air-Conditioning Supply,0.0,0.0,1035.263438,1.0,1035.263438,Machinery Manufacturing,IC18,East Central IN SBDC
314110,Carpet and Rug Mills,0.0,0.0,1028.711399,1.0,1028.711399,Machinery Manufacturing,IC18,East Central IN SBDC
621910,Ambulance Services,836.5145313,0.814401353,190.6381468,0.185598647,1027.152678,Machinery Manufacturing,IC18,East Central IN SBDC
811420,Reupholstery and Furniture Repair,368.8193532,0.361778606,650.6421274,0.638221394,1019.461481,Machinery Manufacturing,IC18,East Central IN SBDC
813311,Human Rights Organizations,6.586326962,0.00653183,1001.757018,0.99346817,1008.343345,Machinery Manufacturing,IC18,East Central IN SBDC
332992,Small Arms Ammunition Manufacturing,0.0,0.0,998.4172296,1.0,998.4172296,Machinery Manufacturing,IC18,East Central IN SBDC
813212,Voluntary Health Organizations,95.03114525,0.095472417,900.3468732,0.904527583,995.3780184,Machinery Manufacturing,IC18,East Central IN SBDC
621999,All Other Miscellaneous Ambulatory Health Care Services,207.412909,0.208762464,786.1225442,0.791237536,993.5354532,Machinery Manufacturing,IC18,East Central IN SBDC
311999,All Other Miscellaneous Food Manufacturing,512.4423182,0.518123762,476.5922639,0.481876238,989.0345821,Machinery Manufacturing,IC18,East Central IN SBDC
621512,Diagnostic Imaging Centers,369.9721815,0.377681736,609.6149854,0.622318264,979.5871669,Machinery Manufacturing,IC18,East Central IN SBDC
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",972.5187273,0.998469105,1.491106303,0.001530895,974.0098336,Machinery Manufacturing,IC18,East Central IN SBDC
541720,Research and Development in the Social Sciences and Humanities,1.526894903,0.001598547,953.6495652,0.998401453,955.1764601,Machinery Manufacturing,IC18,East Central IN SBDC
712130,Zoos and Botanical Gardens,0.0,0.0,953.4223402,1.0,953.4223402,Machinery Manufacturing,IC18,East Central IN SBDC
336611,Ship Building and Repairing,0.0,0.0,946.2088912,1.0,946.2088912,Machinery Manufacturing,IC18,East Central IN SBDC
512131,Motion Picture Theaters (except Drive-Ins),450.3379095,0.484502056,479.1481559,0.515497944,929.4860653,Machinery Manufacturing,IC18,East Central IN SBDC
311520,Ice Cream and Frozen Dessert Manufacturing,0.0,0.0,928.3379442,1.0,928.3379442,Machinery Manufacturing,IC18,East Central IN SBDC
711110,Theater Companies and Dinner Theaters,9.907110043,0.010677711,917.9237724,0.989322289,927.8308824,Machinery Manufacturing,IC18,East Central IN SBDC
315120,Apparel Knitting Mills,0.125357556,0.00013535,926.0460934,0.99986465,926.1714509,Machinery Manufacturing,IC18,East Central IN SBDC
321114,Wood Preservation,0.0,0.0,917.8291061,1.0,917.8291061,Machinery Manufacturing,IC18,East Central IN SBDC
813219,Other Grantmaking and Giving Services,82.37114173,0.089771218,835.1962469,0.910228782,917.5673886,Machinery Manufacturing,IC18,East Central IN SBDC
213113,Support Activities for Coal Mining,0.0,0.0,911.0800543,1.0,911.0800543,Machinery Manufacturing,IC18,East Central IN SBDC
327420,Gypsum Product Manufacturing,0.0,0.0,901.3629863,1.0,901.3629863,Machinery Manufacturing,IC18,East Central IN SBDC
311911,Roasted Nuts and Peanut Butter Manufacturing,0.0,0.0,884.2669005,1.0,884.2669005,Machinery Manufacturing,IC18,East Central IN SBDC
532282,Video Tape and Disc Rental,0.0,0.0,874.4573361,1.0,874.4573361,Machinery Manufacturing,IC18,East Central IN SBDC
492110,Couriers and Express Delivery Services,218.2266999,0.252258888,646.8635326,0.747741112,865.0902325,Machinery Manufacturing,IC18,East Central IN SBDC
623110,Nursing Care Facilities (Skilled Nursing Facilities),861.8458296,0.999039308,0.828764554,0.000960692,862.6745942,Machinery Manufacturing,IC18,East Central IN SBDC
311340,Nonchocolate Confectionery Manufacturing,58.50952894,0.068771427,792.2730102,0.931228573,850.7825392,Machinery Manufacturing,IC18,East Central IN SBDC
325413,In-Vitro Diagnostic Substance Manufacturing,0.0,0.0,841.7600143,1.0,841.7600143,Machinery Manufacturing,IC18,East Central IN SBDC
314120,Curtain and Linen Mills,377.0643844,0.475400338,416.0868903,0.524599662,793.1512747,Machinery Manufacturing,IC18,East Central IN SBDC
212114,Surface Coal Mining,0.0,0.0,792.7110125,1.0,792.7110125,Machinery Manufacturing,IC18,East Central IN SBDC
311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",5.507656823,0.007164103,763.2775838,0.992835897,768.7852406,Machinery Manufacturing,IC18,East Central IN SBDC
311352,Confectionery Manufacturing from Purchased Chocolate,51.64151746,0.067564976,712.6822609,0.932435024,764.3237784,Machinery Manufacturing,IC18,East Central IN SBDC
623210,Residential Intellectual and Developmental Disability Facilities,436.6409954,0.573868794,324.231525,0.426131206,760.8725205,Machinery Manufacturing,IC18,East Central IN SBDC
611512,Flight Training,10.09878976,0.01349369,738.3094979,0.98650631,748.4082876,Machinery Manufacturing,IC18,East Central IN SBDC
611420,Computer Training,116.6882924,0.158594801,619.0753743,0.841405199,735.7636667,Machinery Manufacturing,IC18,East Central IN SBDC
336999,All Other Transportation Equipment Manufacturing,440.2236842,0.600541544,292.8208292,0.399458456,733.0445133,Machinery Manufacturing,IC18,East Central IN SBDC
512191,Teleproduction and Other Postproduction Services,123.8799996,0.174559002,585.7940843,0.825440998,709.6740839,Machinery Manufacturing,IC18,East Central IN SBDC
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,125.3260359,0.176989,582.7746691,0.823011,708.1007051,Machinery Manufacturing,IC18,East Central IN SBDC
621493,Freestanding Ambulatory Surgical and Emergency Centers,262.8568137,0.38241406,424.5049777,0.61758594,687.3617914,Machinery Manufacturing,IC18,East Central IN SBDC
312112,Bottled Water Manufacturing,0.0,0.0,682.2764637,1.0,682.2764637,Machinery Manufacturing,IC18,East Central IN SBDC
334517,Irradiation Apparatus Manufacturing,0.0,0.0,681.9065601,1.0,681.9065601,Machinery Manufacturing,IC18,East Central IN SBDC
488111,Air Traffic Control,2.868855728,0.004225704,676.037059,0.995774296,678.9059147,Machinery Manufacturing,IC18,East Central IN SBDC
115112,"Soil Preparation, Planting, and Cultivating",267.8823147,0.403422403,396.1420747,0.596577597,664.0243894,Machinery Manufacturing,IC18,East Central IN SBDC
621420,Outpatient Mental Health and Substance Abuse Centers,661.9852527,0.999229501,0.510452085,0.000770499,662.4957048,Machinery Manufacturing,IC18,East Central IN SBDC
334112,Computer Storage Device Manufacturing,0.0,0.0,662.2288419,1.0,662.2288419,Machinery Manufacturing,IC18,East Central IN SBDC
311930,Flavoring Syrup and Concentrate Manufacturing,0.0,0.0,655.3291004,1.0,655.3291004,Machinery Manufacturing,IC18,East Central IN SBDC
812990,All Other Personal Services,462.3978006,0.721152627,178.7949003,0.278847373,641.192701,Machinery Manufacturing,IC18,East Central IN SBDC
424440,Poultry and Poultry Product Merchant Wholesalers,92.56602344,0.14480937,546.6607279,0.85519063,639.2267513,Machinery Manufacturing,IC18,East Central IN SBDC
115111,Cotton Ginning,0.0,0.0,616.3374098,1.0,616.3374098,Machinery Manufacturing,IC18,East Central IN SBDC
311421,Fruit and Vegetable Canning,191.6543392,0.313768138,419.1608338,0.686231862,610.815173,Machinery Manufacturing,IC18,East Central IN SBDC
621330,Offices of Mental Health Practitioners (except Physicians),521.4736714,0.859336543,85.35921097,0.140663457,606.8328824,Machinery Manufacturing,IC18,East Central IN SBDC
311830,Tortilla Manufacturing,265.8712433,0.45266997,321.4688968,0.54733003,587.3401401,Machinery Manufacturing,IC18,East Central IN SBDC
561591,Convention and Visitors Bureaus,270.8320267,0.462864999,314.2889636,0.537135001,585.1209903,Machinery Manufacturing,IC18,East Central IN SBDC
311920,Coffee and Tea Manufacturing,60.24367997,0.104236769,517.7066948,0.895763231,577.9503748,Machinery Manufacturing,IC18,East Central IN SBDC
311942,Spice and Extract Manufacturing,13.09318198,0.023307572,548.6634013,0.976692428,561.7565833,Machinery Manufacturing,IC18,East Central IN SBDC
311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",0.0,0.0,559.7602313,1.0,559.7602313,Machinery Manufacturing,IC18,East Central IN SBDC
622210,Psychiatric and Substance Abuse Hospitals,504.5671327,0.905703383,52.53262229,0.094296617,557.099755,Machinery Manufacturing,IC18,East Central IN SBDC
487990,"Scenic and Sightseeing Transportation, Other",0.0,0.0,552.7312871,1.0,552.7312871,Machinery Manufacturing,IC18,East Central IN SBDC
457120,Other Gasoline Stations,138.8074458,0.253766317,408.1817971,0.746233683,546.9892429,Machinery Manufacturing,IC18,East Central IN SBDC
212290,Other Metal Ore Mining,299.3353,0.547876761,247.0198682,0.452123239,546.3551681,Machinery Manufacturing,IC18,East Central IN SBDC
445240,Meat Retailers,212.3771321,0.398825857,320.1287932,0.601174143,532.5059253,Machinery Manufacturing,IC18,East Central IN SBDC
541713,Research and Development in Nanotechnology,112.7918465,0.217139548,406.6522034,0.782860452,519.4440499,Machinery Manufacturing,IC18,East Central IN SBDC
621991,Blood and Organ Banks,175.3410548,0.338007109,343.4085512,0.661992891,518.749606,Machinery Manufacturing,IC18,East Central IN SBDC
212210,Iron Ore Mining,0.0,0.0,494.4769488,1.0,494.4769488,Machinery Manufacturing,IC18,East Central IN SBDC
711190,Other Performing Arts Companies,58.51283929,0.132281245,383.823785,0.867718755,442.3366243,Machinery Manufacturing,IC18,East Central IN SBDC
813110,Religious Organizations,398.0731574,0.941101137,24.91342904,0.058898863,422.9865865,Machinery Manufacturing,IC18,East Central IN SBDC
115113,"Crop Harvesting, Primarily by Machine",0.0,0.0,413.3080865,1.0,413.3080865,Machinery Manufacturing,IC18,East Central IN SBDC
711120,Dance Companies,2.79296541,0.006840576,405.5009441,0.993159424,408.2939095,Machinery Manufacturing,IC18,East Central IN SBDC
621492,Kidney Dialysis Centers,319.8958021,0.835686978,62.89800777,0.164313022,382.7938099,Machinery Manufacturing,IC18,East Central IN SBDC
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",34.80588199,0.091884383,343.9949641,0.908115617,378.800846,Machinery Manufacturing,IC18,East Central IN SBDC
611513,Apprenticeship Training,180.4758328,0.476681987,198.1326271,0.523318013,378.6084599,Machinery Manufacturing,IC18,East Central IN SBDC
512120,Motion Picture and Video Distribution,0.781951617,0.00208835,373.6532369,0.99791165,374.4351885,Machinery Manufacturing,IC18,East Central IN SBDC
445230,Fruit and Vegetable Retailers,363.409776,0.99150058,3.115249985,0.00849942,366.525026,Machinery Manufacturing,IC18,East Central IN SBDC
812220,Cemeteries and Crematories,360.4537195,0.998007341,0.719695336,0.001992659,361.1734148,Machinery Manufacturing,IC18,East Central IN SBDC
541921,"Photography Studios, Portrait",244.3855076,0.682953651,113.4506462,0.317046349,357.8361539,Machinery Manufacturing,IC18,East Central IN SBDC
327410,Lime Manufacturing,0.0,0.0,340.8531607,1.0,340.8531607,Machinery Manufacturing,IC18,East Central IN SBDC
213111,Drilling Oil and Gas Wells,50.89794246,0.150067575,288.2688782,0.849932425,339.1668207,Machinery Manufacturing,IC18,East Central IN SBDC
311351,Chocolate and Confectionery Manufacturing from Cacao Beans,0.0,0.0,338.0665679,1.0,338.0665679,Machinery Manufacturing,IC18,East Central IN SBDC
111000,Crop Production,120.6635454,0.405954144,176.5708763,0.594045856,297.2344217,Machinery Manufacturing,IC18,East Central IN SBDC
611511,Cosmetology and Barber Schools,164.7473956,0.561818562,128.4921067,0.438181438,293.2395023,Machinery Manufacturing,IC18,East Central IN SBDC
713950,Bowling Centers,112.09505,0.389433057,175.7465908,0.610566943,287.8416409,Machinery Manufacturing,IC18,East Central IN SBDC
334210,Telephone Apparatus Manufacturing,0.0,0.0,285.5732759,1.0,285.5732759,Machinery Manufacturing,IC18,East Central IN SBDC
325315,Compost Manufacturing,0.0,0.0,285.2228112,1.0,285.2228112,Machinery Manufacturing,IC18,East Central IN SBDC
311314,Cane Sugar Manufacturing,0.0,0.0,278.7492333,1.0,278.7492333,Machinery Manufacturing,IC18,East Central IN SBDC
621399,Offices of All Other Miscellaneous Health Practitioners,123.7856117,0.454754868,148.4173274,0.545245132,272.202939,Machinery Manufacturing,IC18,East Central IN SBDC
712120,Historical Sites,84.63603926,0.321060602,178.9778664,0.678939398,263.6139057,Machinery Manufacturing,IC18,East Central IN SBDC
712190,Nature Parks and Other Similar Institutions,1.84206425,0.007026205,260.3285295,0.992973795,262.1705938,Machinery Manufacturing,IC18,East Central IN SBDC
115210,Support Activities for Animal Production,254.3709885,0.976528184,6.114057174,0.023471816,260.4850456,Machinery Manufacturing,IC18,East Central IN SBDC
115114,Postharvest Crop Activities (except Cotton Ginning),245.2374401,0.951030365,12.62755477,0.048969635,257.8649948,Machinery Manufacturing,IC18,East Central IN SBDC
327310,Cement Manufacturing,5.704526013,0.02212559,252.1202787,0.97787441,257.8248047,Machinery Manufacturing,IC18,East Central IN SBDC
492210,Local Messengers and Local Delivery,134.9017388,0.526671235,121.2385813,0.473328765,256.1403202,Machinery Manufacturing,IC18,East Central IN SBDC
311230,Breakfast Cereal Manufacturing,0.0,0.0,254.851272,1.0,254.851272,Machinery Manufacturing,IC18,East Central IN SBDC
113110,Timber Tract Operations,0.034106133,0.000135147,252.3297213,0.999864853,252.3638275,Machinery Manufacturing,IC18,East Central IN SBDC
541922,Commercial Photography,89.47195031,0.358018352,160.4368875,0.641981648,249.9088378,Machinery Manufacturing,IC18,East Central IN SBDC
311710,Seafood Product Preparation and Packaging,0.0,0.0,245.6671136,1.0,245.6671136,Machinery Manufacturing,IC18,East Central IN SBDC
812910,Pet Care (except Veterinary) Services,159.6086883,0.650485151,85.75999993,0.349514849,245.3686883,Machinery Manufacturing,IC18,East Central IN SBDC
512250,Record Production and Distribution,0.0,0.0,241.3226372,1.0,241.3226372,Machinery Manufacturing,IC18,East Central IN SBDC
611692,Automobile Driving Schools,132.2223833,0.568631637,100.3049237,0.431368363,232.527307,Machinery Manufacturing,IC18,East Central IN SBDC
445291,Baked Goods Retailers,108.0108014,0.473248302,120.2220333,0.526751698,228.2328347,Machinery Manufacturing,IC18,East Central IN SBDC
311313,Beet Sugar Manufacturing,0.0,0.0,217.0527088,1.0,217.0527088,Machinery Manufacturing,IC18,East Central IN SBDC
519210,Libraries and Archives,47.79544298,0.221408292,168.0747146,0.778591708,215.8701575,Machinery Manufacturing,IC18,East Central IN SBDC
458320,Luggage and Leather Goods Retailers,15.49530593,0.07204252,199.5902572,0.92795748,215.0855631,Machinery Manufacturing,IC18,East Central IN SBDC
115116,Farm Management Services,51.83377647,0.2413372,162.943624,0.7586628,214.7774005,Machinery Manufacturing,IC18,East Central IN SBDC
334514,Totalizing Fluid Meter and Counting Device Manufacturing,0.0,0.0,212.4372275,1.0,212.4372275,Machinery Manufacturing,IC18,East Central IN SBDC
115115,Farm Labor Contractors and Crew Leaders,73.81018094,0.364481251,128.6973028,0.635518749,202.5074837,Machinery Manufacturing,IC18,East Central IN SBDC
445292,Confectionery and Nut Retailers,46.10778716,0.234159261,150.8000222,0.765840739,196.9078093,Machinery Manufacturing,IC18,East Central IN SBDC
621320,Offices of Optometrists,183.5251886,0.953814218,8.886693187,0.046185782,192.4118817,Machinery Manufacturing,IC18,East Central IN SBDC
113210,Forest Nurseries and Gathering of Forest Products,0.0,0.0,190.9243395,1.0,190.9243395,Machinery Manufacturing,IC18,East Central IN SBDC
611630,Language Schools,7.673607586,0.04037045,182.4062077,0.95962955,190.0798153,Machinery Manufacturing,IC18,East Central IN SBDC
312113,Ice Manufacturing,18.32843817,0.106176245,154.2943387,0.893823755,172.6227768,Machinery Manufacturing,IC18,East Central IN SBDC
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",3.011090421,0.017549786,168.5631016,0.982450214,171.574192,Machinery Manufacturing,IC18,East Central IN SBDC
512240,Sound Recording Studios,55.10322395,0.321168786,116.4676957,0.678831214,171.5709196,Machinery Manufacturing,IC18,East Central IN SBDC
311512,Creamery Butter Manufacturing,0.0,0.0,167.5887059,1.0,167.5887059,Machinery Manufacturing,IC18,East Central IN SBDC
512230,Music Publishers,1.980517899,0.012027834,162.6807019,0.987972166,164.6612198,Machinery Manufacturing,IC18,East Central IN SBDC
811411,Home and Garden Equipment Repair and Maintenance,14.52825874,0.099200644,131.9250122,0.900799356,146.453271,Machinery Manufacturing,IC18,East Central IN SBDC
445250,Fish and Seafood Retailers,0.0,0.0,139.1006312,1.0,139.1006312,Machinery Manufacturing,IC18,East Central IN SBDC
113310,Logging,134.3176687,0.966921552,4.595015966,0.033078448,138.9126847,Machinery Manufacturing,IC18,East Central IN SBDC
311422,Specialty Canning,7.105822896,0.051239074,131.5739463,0.948760926,138.6797692,Machinery Manufacturing,IC18,East Central IN SBDC
812930,Parking Lots and Garages,0.0,0.0,136.4867949,1.0,136.4867949,Machinery Manufacturing,IC18,East Central IN SBDC
812112,Beauty Salons,131.0474258,0.995954617,0.532290371,0.004045383,131.5797162,Machinery Manufacturing,IC18,East Central IN SBDC
311423,Dried and Dehydrated Food Manufacturing,13.61765933,0.104287002,116.9610227,0.895712998,130.578682,Machinery Manufacturing,IC18,East Central IN SBDC
624190,Other Individual and Family Services,71.92993969,0.561679585,56.13228951,0.438320415,128.0622292,Machinery Manufacturing,IC18,East Central IN SBDC
532281,Formal Wear and Costume Rental,86.43505761,0.719019872,33.7772772,0.280980128,120.2123348,Machinery Manufacturing,IC18,East Central IN SBDC
327120,Clay Building Material and Refractories Manufacturing,1.982657716,0.016528014,117.974747,0.983471986,119.9574047,Machinery Manufacturing,IC18,East Central IN SBDC
112000,Animal Production,16.10193581,0.141531413,97.6674069,0.858468587,113.7693427,Machinery Manufacturing,IC18,East Central IN SBDC
